Time,Float_Position,Float_Angle,Posit_Position,Posit_Angle,Quire_Position,Quire_Angle
6.62,-0.000259689,-0.000116022,-0.000259687,-0.000116023,-0.000259687,-0.000116023
6.64,-0.00022502,-0.000134504,-0.000225018,-0.000134505,-0.000225018,-0.000134505
6.66,-0.000191407,-0.000151786,-0.000191404,-0.000151786,-0.000191405,-0.000151786
6.68,-0.000158935,-0.00016784,-0.000158933,-0.00016784,-0.000158933,-0.00016784
6.7,-0.000127684,-0.000182644,-0.000127682,-0.000182644,-0.000127682,-0.000182644
6.72,-9.77235e-05,-0.000196183,-9.77214e-05,-0.000196183,-9.77215e-05,-0.000196183
6.74,-6.91174e-05,-0.000208447,-6.91154e-05,-0.000208448,-6.91155e-05,-0.000208448
6.76,-4.19206e-05,-0.000219433,-4.19186e-05,-0.000219433,-4.19187e-05,-0.000219433
6.78,-1.61804e-05,-0.000229141,-1.61785e-05,-0.000229141,-1.61786e-05,-0.000229141
6.8,8.06339e-06,-0.000237578,8.06516e-06,-0.000237578,8.06511e-06,-0.000237578
6.82,3.07786e-05,-0.000244757,3.07802e-05,-0.000244757,3.07802e-05,-0.000244757
6.84,5.19403e-05,-0.000250693,5.19419e-05,-0.000250693,5.19419e-05,-0.000250693
6.86,7.1531e-05,-0.000255408,7.15326e-05,-0.000255408,7.15325e-05,-0.000255408
6.88,8.95402e-05,-0.000258927,8.95416e-05,-0.000258927,8.95416e-05,-0.000258927
6.9,0.000105964,-0.00026128,0.000105965,-0.00026128,0.000105965,-0.00026128
6.92,0.000120805,-0.0002625,0.000120807,-0.0002625,0.000120807,-0.0002625
6.94,0.000134073,-0.000262624,0.000134075,-0.000262624,0.000134075,-0.000262624
6.96,0.000145783,-0.000261692,0.000145785,-0.000261692,0.000145785,-0.000261692
6.98,0.000155956,-0.000259747,0.000155957,-0.000259747,0.000155958,-0.000259747
7,0.000164619,-0.000256835,0.00016462,-0.000256835,0.00016462,-0.000256835
7.02,0.000171802,-0.000253003,0.000171803,-0.000253002,0.000171803,-0.000253002
7.04,0.000177542,-0.000248301,0.000177543,-0.000248301,0.000177543,-0.000248301
7.06,0.000181881,-0.000242781,0.000181882,-0.000242781,0.000181882,-0.000242781
7.08,0.000184864,-0.000236497,0.000184864,-0.000236497,0.000184864,-0.000236497
7.1,0.000186538,-0.000229503,0.000186539,-0.000229502,0.000186539,-0.000229502
7.12,0.000186957,-0.000221854,0.000186958,-0.000221853,0.000186958,-0.000221854
7.14,0.000186177,-0.000213606,0.000186177,-0.000213606,0.000186177,-0.000213606
7.16,0.000184255,-0.000204817,0.000184255,-0.000204817,0.000184255,-0.000204817
7.18,0.000181252,-0.000195542,0.000181252,-0.000195542,0.000181252,-0.000195542
7.2,0.00017723,-0.000185839,0.000177231,-0.000185838,0.000177231,-0.000185838
7.22,0.000172256,-0.000175763,0.000172256,-0.000175762,0.000172256,-0.000175762
7.24,0.000166394,-0.00016537,0.000166394,-0.00016537,0.000166394,-0.00016537
7.26,0.000159711,-0.000154716,0.000159711,-0.000154715,0.000159711,-0.000154715
7.28,0.000152275,-0.000143854,0.000152276,-0.000143853,0.000152276,-0.000143853
7.3,0.000144156,-0.000132837,0.000144156,-0.000132837,0.000144156,-0.000132837
7.32,0.00013542,-0.000121717,0.00013542,-0.000121717,0.00013542,-0.000121717
7.34,0.000126136,-0.000110544,0.000126136,-0.000110544,0.000126136,-0.000110544
7.36,0.000116372,-9.93665e-05,0.000116372,-9.9366e-05,0.000116372,-9.93661e-05
7.38,0.000106195,-8.82309e-05,0.000106196,-8.82304e-05,0.000106196,-8.82305e-05
7.4,9.56724e-05,-7.7182e-05,9.56725e-05,-7.71815e-05,9.56725e-05,-7.71816e-05
7.42,8.48678e-05,-6.62625e-05,8.48679e-05,-6.62621e-05,8.48679e-05,-6.62621e-05
7.44,7.38453e-05,-5.5513e-05,7.38455e-05,-5.55126e-05,7.38455e-05,-5.55126e-05
7.46,6.2667e-05,-4.49718e-05,6.26671e-05,-4.49714e-05,6.26671e-05,-4.49714e-05
7.48,5.1393e-05,-3.4675e-05,5.13932e-05,-3.46746e-05,5.13932e-05,-3.46746e-05
7.5,4.00816e-05,-2.46562e-05,4.00817e-05,-2.46558e-05,4.00817e-05,-2.46558e-05
7.52,2.87887e-05,-1.49466e-05,2.87888e-05,-1.49462e-05,2.87888e-05,-1.49462e-05
7.54,1.75681e-05,-5.57495e-06,1.75682e-05,-5.57459e-06,1.75682e-05,-5.57461e-06
7.56,6.47094e-06,3.43238e-06,6.47103e-06,3.43272e-06,6.47101e-06,3.43271e-06
7.58,-4.45408e-06,1.20517e-05,-4.45398e-06,1.2052e-05,-4.45401e-06,1.2052e-05
7.6,-1.5161e-05,2.02617e-05,-1.51609e-05,2.0262e-05,-1.51609e-05,2.0262e-05
7.62,-2.56066e-05,2.80437e-05,-2.56065e-05,2.8044e-05,-2.56065e-05,2.8044e-05
7.64,-3.57506e-05,3.53815e-05,-3.57505e-05,3.53817e-05,-3.57505e-05,3.53817e-05
7.66,-4.55555e-05,4.22612e-05,-4.55554e-05,4.22615e-05,-4.55554e-05,4.22615e-05
7.68,-5.49869e-05,4.86716e-05,-5.49868e-05,4.86719e-05,-5.49869e-05,4.86719e-05
7.7,-6.40134e-05,5.46038e-05,-6.40132e-05,5.4604e-05,-6.40133e-05,5.4604e-05
7.72,-7.26064e-05,6.00511e-05,-7.26063e-05,6.00513e-05,-7.26063e-05,6.00513e-05
7.74,-8.07406e-05,6.50092e-05,-8.07405e-05,6.50094e-05,-8.07405e-05,6.50094e-05
7.76,-8.83935e-05,6.94761e-05,-8.83934e-05,6.94763e-05,-8.83935e-05,6.94763e-05
7.78,-9.55458e-05,7.34518e-05,-9.55456e-05,7.34519e-05,-9.55457e-05,7.34519e-05
7.8,-0.000102181,7.69384e-05,-0.000102181,7.69385e-05,-0.000102181,7.69385e-05
7.82,-0.000108285,7.994e-05,-0.000108285,7.99401e-05,-0.000108285,7.99402e-05
7.84,-0.000113848,8.24626e-05,-0.000113848,8.24627e-05,-0.000113848,8.24628e-05
7.86,-0.000118862,8.4514e-05,-0.000118862,8.45141e-05,-0.000118862,8.45141e-05
7.88,-0.000123321,8.61036e-05,-0.000123321,8.61037e-05,-0.000123321,8.61037e-05
7.9,-0.000127223,8.72425e-05,-0.000127223,8.72425e-05,-0.000127223,8.72425e-05
7.92,-0.000130568,8.79431e-05,-0.000130568,8.79431e-05,-0.000130568,8.79431e-05
7.94,-0.000133359,8.82194e-05,-0.000133359,8.82194e-05,-0.000133359,8.82194e-05
7.96,-0.0001356,8.80866e-05,-0.0001356,8.80865e-05,-0.0001356,8.80866e-05
7.98,-0.000137298,8.75609e-05,-0.000137298,8.75608e-05,-0.000137298,8.75609e-05
8,-0.000138463,8.66597e-05,-0.000138463,8.66597e-05,-0.000138463,8.66597e-05
8.02,-0.000139106,8.54013e-05,-0.000139106,8.54013e-05,-0.000139106,8.54013e-05
8.04,-0.00013924,8.38049e-05,-0.00013924,8.38048e-05,-0.00013924,8.38048e-05
8.06,-0.00013888,8.18901e-05,-0.000138879,8.189e-05,-0.000138879,8.18901e-05
8.08,-0.000138041,7.96775e-05,-0.000138041,7.96774e-05,-0.000138041,7.96775e-05
8.1,-0.000136743,7.71879e-05,-0.000136743,7.71878e-05,-0.000136743,7.71879e-05
8.12,-0.000135004,7.44426e-05,-0.000135004,7.44425e-05,-0.000135004,7.44425e-05
8.14,-0.000132846,7.14631e-05,-0.000132846,7.1463e-05,-0.000132846,7.14631e-05
8.16,-0.000130289,6.82713e-05,-0.000130289,6.82712e-05,-0.000130289,6.82712e-05
8.18,-0.000127356,6.48888e-05,-0.000127356,6.48887e-05,-0.000127356,6.48887e-05
8.2,-0.000124071,6.13376e-05,-0.000124071,6.13374e-05,-0.000124071,6.13375e-05
8.22,-0.000120458,5.76392e-05,-0.000120458,5.76391e-05,-0.000120458,5.76391e-05
8.24,-0.000116542,5.38152e-05,-0.000116541,5.38151e-05,-0.000116541,5.38151e-05
8.26,-0.000112347,4.98868e-05,-0.000112346,4.98867e-05,-0.000112346,4.98868e-05
8.28,-0.000107899,4.58749e-05,-0.000107898,4.58748e-05,-0.000107899,4.58749e-05
8.3,-0.000103224,4.17999e-05,-0.000103223,4.17998e-05,-0.000103223,4.17999e-05
8.32,-9.83467e-05,3.76818e-05,-9.83464e-05,3.76817e-05,-9.83465e-05,3.76817e-05
8.34,-9.3294e-05,3.35398e-05,-9.32937e-05,3.35397e-05,-9.32938e-05,3.35397e-05
8.36,-8.80909e-05,2.93928e-05,-8.80906e-05,2.93927e-05,-8.80907e-05,2.93927e-05
8.38,-8.27626e-05,2.52588e-05,-8.27623e-05,2.52587e-05,-8.27624e-05,2.52587e-05
8.4,-7.73342e-05,2.11551e-05,-7.73339e-05,2.1155e-05,-7.7334e-05,2.1155e-05
8.42,-7.18301e-05,1.70982e-05,-7.18298e-05,1.70981e-05,-7.18299e-05,1.70982e-05
8.44,-6.62743e-05,1.3104e-05,-6.6274e-05,1.31039e-05,-6.62741e-05,1.31039e-05
8.46,-6.06901e-05,9.18719e-06,-6.06899e-05,9.1871e-06,-6.06899e-05,9.18711e-06
8.48,-5.51002e-05,5.36184e-06,-5.51e-05,5.36175e-06,-5.51001e-05,5.36177e-06
8.5,-4.95265e-05,1.64101e-06,-4.95263e-05,1.64093e-06,-4.95264e-05,1.64094e-06
8.52,-4.39902e-05,-1.96317e-06,-4.399e-05,-1.96324e-06,-4.399e-05,-1.96323e-06
8.54,-3.85113e-05,-5.43949e-06,-3.85111e-05,-5.43956e-06,-3.85111e-05,-5.43955e-06
8.56,-3.31091e-05,-8.77774e-06,-3.31089e-05,-8.7778e-06,-3.3109e-05,-8.77779e-06
8.58,-2.7802e-05,-1.19686e-05,-2.78018e-05,-1.19687e-05,-2.78019e-05,-1.19687e-05
8.6,-2.26071e-05,-1.50039e-05,-2.26069e-05,-1.5004e-05,-2.2607e-05,-1.50039e-05
8.62,-1.75407e-05,-1.78762e-05,-1.75405e-05,-1.78763e-05,-1.75406e-05,-1.78763e-05
8.64,-1.26178e-05,-2.05792e-05,-1.26176e-05,-2.05792e-05,-1.26177e-05,-2.05792e-05
8.66,-7.85236e-06,-2.31075e-05,-7.85224e-06,-2.31075e-05,-7.85228e-06,-2.31075e-05
8.68,-3.2573e-06,-2.54566e-05,-3.2572e-06,-2.54566e-05,-3.25724e-06,-2.54566e-05
8.7,1.15573e-06,-2.7623e-05,1.15582e-06,-2.7623e-05,1.15578e-06,-2.7623e-05
8.72,5.3762e-06,-2.96041e-05,5.37627e-06,-2.96041e-05,5.37624e-06,-2.96041e-05
8.74,9.39474e-06,-3.1398e-05,9.3948e-06,-3.1398e-05,9.39477e-06,-3.1398e-05
8.76,1.32031e-05,-3.30041e-05,1.32032e-05,-3.3004e-05,1.32031e-05,-3.30041e-05
8.78,1.67943e-05,-3.44221e-05,1.67943e-05,-3.4422e-05,1.67943e-05,-3.44221e-05
8.8,2.01623e-05,-3.56528e-05,2.01623e-05,-3.56528e-05,2.01623e-05,-3.56528e-05
8.82,2.33024e-05,-3.66978e-05,2.33024e-05,-3.66977e-05,2.33024e-05,-3.66977e-05
8.84,2.62108e-05,-3.75592e-05,2.62108e-05,-3.75591e-05,2.62108e-05,-3.75592e-05
8.86,2.88849e-05,-3.824e-05,2.88849e-05,-3.824e-05,2.88849e-05,-3.824e-05
8.88,3.13232e-05,-3.87439e-05,3.13231e-05,-3.87438e-05,3.13231e-05,-3.87439e-05
8.9,3.3525e-05,-3.9075e-05,3.35249e-05,-3.90749e-05,3.35249e-05,-3.90749e-05
8.92,3.54907e-05,-3.92381e-05,3.54907e-05,-3.9238e-05,3.54907e-05,-3.9238e-05
8.94,3.72218e-05,-3.92385e-05,3.72218e-05,-3.92384e-05,3.72218e-05,-3.92384e-05
8.96,3.87205e-05,-3.9082e-05,3.87204e-05,-3.90819e-05,3.87204e-05,-3.90819e-05
8.98,3.999e-05,-3.87749e-05,3.99898e-05,-3.87749e-05,3.99898e-05,-3.87749e-05
9,4.1034e-05,-3.83239e-05,4.10339e-05,-3.83239e-05,4.10339e-05,-3.83239e-05
9.02,4.18575e-05,-3.7736e-05,4.18574e-05,-3.77359e-05,4.18574e-05,-3.7736e-05
9.04,4.24659e-05,-3.70186e-05,4.24657e-05,-3.70185e-05,4.24657e-05,-3.70185e-05
9.06,4.28652e-05,-3.61792e-05,4.2865e-05,-3.61791e-05,4.2865e-05,-3.61791e-05
9.08,4.30621e-05,-3.52257e-05,4.3062e-05,-3.52256e-05,4.3062e-05,-3.52257e-05
9.1,4.30642e-05,-3.41663e-05,4.3064e-05,-3.41662e-05,4.3064e-05,-3.41662e-05
9.12,4.28791e-05,-3.3009e-05,4.28789e-05,-3.30089e-05,4.28789e-05,-3.30089e-05
9.14,4.25151e-05,-3.17622e-05,4.2515e-05,-3.17621e-05,4.2515e-05,-3.17621e-05
9.16,4.19811e-05,-3.04344e-05,4.19809e-05,-3.04342e-05,4.1981e-05,-3.04343e-05
9.18,4.12861e-05,-2.90338e-05,4.1286e-05,-2.90337e-05,4.1286e-05,-2.90337e-05
9.2,4.04396e-05,-2.7569e-05,4.04394e-05,-2.75689e-05,4.04394e-05,-2.75689e-05
9.22,3.94512e-05,-2.60483e-05,3.9451e-05,-2.60482e-05,3.9451e-05,-2.60482e-05
9.24,3.83308e-05,-2.448e-05,3.83306e-05,-2.44799e-05,3.83306e-05,-2.44799e-05
9.26,3.70886e-05,-2.28724e-05,3.70884e-05,-2.28723e-05,3.70884e-05,-2.28723e-05
9.28,3.57346e-05,-2.12334e-05,3.57344e-05,-2.12333e-05,3.57344e-05,-2.12333e-05
9.3,3.42791e-05,-1.95711e-05,3.42789e-05,-1.9571e-05,3.42789e-05,-1.9571e-05
9.32,3.27325e-05,-1.7893e-05,3.27323e-05,-1.78929e-05,3.27323e-05,-1.78929e-05
9.34,3.1105e-05,-1.62068e-05,3.11048e-05,-1.62067e-05,3.11049e-05,-1.62067e-05
9.36,2.94069e-05,-1.45196e-05,2.94067e-05,-1.45195e-05,2.94067e-05,-1.45195e-05
9.38,2.76481e-05,-1.28385e-05,2.76479e-05,-1.28384e-05,2.76479e-05,-1.28384e-05
9.4,2.58388e-05,-1.11702e-05,2.58386e-05,-1.11701e-05,2.58386e-05,-1.11701e-05
9.42,2.39887e-05,-9.521e-06,2.39885e-05,-9.52091e-06,2.39885e-05,-9.52093e-06
9.44,2.21074e-05,-7.8971e-06,2.21072e-05,-7.89702e-06,2.21072e-05,-7.89703e-06
9.46,2.02042e-05,-6.30424e-06,2.0204e-05,-6.30416e-06,2.0204e-05,-6.30417e-06
9.48,1.82883e-05,-4.74784e-06,1.82881e-05,-4.74776e-06,1.82881e-05,-4.74777e-06
9.5,1.63684e-05,-3.23297e-06,1.63682e-05,-3.23289e-06,1.63682e-05,-3.2329e-06
9.52,1.4453e-05,-1.76434e-06,1.44528e-05,-1.76427e-06,1.44528e-05,-1.76428e-06
9.54,1.25502e-05,-3.46305e-07,1.255e-05,-3.46236e-07,1.255e-05,-3.46245e-07
9.56,1.06678e-05,1.01717e-06,1.06676e-05,1.01724e-06,1.06676e-05,1.01723e-06
9.58,8.81304e-06,2.32249e-06,8.81286e-06,2.32255e-06,8.81287e-06,2.32254e-06
9.6,6.99301e-06,3.56642e-06,6.99283e-06,3.56648e-06,6.99284e-06,3.56647e-06
9.62,5.21421e-06,4.74613e-06,5.21403e-06,4.74618e-06,5.21404e-06,4.74617e-06
9.64,3.48275e-06,5.85912e-06,3.48258e-06,5.85917e-06,3.48259e-06,5.85917e-06
9.66,1.80433e-06,6.90331e-06,1.80416e-06,6.90336e-06,1.80417e-06,6.90335e-06
9.68,1.84164e-07,7.87695e-06,1.84008e-07,7.87699e-06,1.84015e-07,7.87699e-06
9.7,-1.37294e-06,8.77866e-06,-1.37309e-06,8.7787e-06,-1.37309e-06,8.7787e-06
9.72,-2.86267e-06,9.60742e-06,-2.86281e-06,9.60745e-06,-2.8628e-06,9.60745e-06
9.74,-4.28112e-06,1.03625e-05,-4.28125e-06,1.03626e-05,-4.28125e-06,1.03626e-05
9.76,-5.62487e-06,1.10436e-05,-5.625e-06,1.10437e-05,-5.625e-06,1.10437e-05
9.78,-6.89095e-06,1.16507e-05,-6.89107e-06,1.16508e-05,-6.89107e-06,1.16508e-05
9.8,-8.07682e-06,1.21841e-05,-8.07694e-06,1.21841e-05,-8.07693e-06,1.21841e-05
9.82,-9.18039e-06,1.26442e-05,-9.1805e-06,1.26443e-05,-9.18049e-06,1.26443e-05
9.84,-1.02e-05,1.30321e-05,-1.02001e-05,1.30321e-05,-1.02001e-05,1.30321e-05
9.86,-1.11344e-05,1.33488e-05,-1.11345e-05,1.33488e-05,-1.11345e-05,1.33488e-05
9.88,-1.19828e-05,1.35957e-05,-1.19828e-05,1.35957e-05,-1.19828e-05,1.35957e-05
9.9,-1.27447e-05,1.37744e-05,-1.27447e-05,1.37744e-05,-1.27447e-05,1.37744e-05
9.92,-1.34201e-05,1.38869e-05,-1.34201e-05,1.38869e-05,-1.34201e-05,1.38869e-05
9.94,-1.40093e-05,1.3935e-05,-1.40094e-05,1.3935e-05,-1.40094e-05,1.3935e-05
9.96,-1.4513e-05,1.39212e-05,-1.45131e-05,1.39212e-05,-1.45131e-05,1.39212e-05
9.98,-1.49323e-05,1.38478e-05,-1.49323e-05,1.38478e-05,-1.49323e-05,1.38478e-05
